review,rating,date,source,sentiment_label,sentiment_score,topics,emotion,aspect_sentiments,category
good 😊,4,2025-07-25 16:07:41,Google Play,POSITIVE,0.9998576641082764,[],neutral,{},review
osm,5,2025-07-25 16:00:47,Google Play,NEGATIVE,-0.9950666427612305,['osm'],neutral,{'osm': 'Positive'},review
nice,5,2025-07-25 15:58:47,Google Play,POSITIVE,0.9998552799224854,[],neutral,{},review
nice,5,2025-07-25 15:56:02,Google Play,POSITIVE,0.9998552799224854,[],neutral,{},review
good,5,2025-07-25 15:32:16,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
no delay,1,2025-07-25 15:31:33,Google Play,POSITIVE,0.9989402890205383,['no delay'],neutral,{'no delay': 'Positive'},review
good,5,2025-07-25 14:59:55,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
superb 🤩,5,2025-07-25 14:28:48,Google Play,POSITIVE,0.999850869178772,['superb'],neutral,{'superb': 'Positive'},review
good 👍,5,2025-07-25 13:49:32,Google Play,POSITIVE,0.9998576641082764,[],joy,{},review
very nice 👍,5,2025-07-25 13:39:50,Google Play,POSITIVE,0.9998577833175659,[],joy,{},review
very bad,1,2025-07-25 13:28:45,Google Play,NEGATIVE,-0.9997884631156921,[],disgust,{},review
not working,1,2025-07-25 13:25:32,Google Play,NEGATIVE,-0.9997778534889221,[],sadness,{},bug_report
waste app. everytimes shows error,1,2025-07-25 13:25:25,Google Play,NEGATIVE,-0.9997705817222595,"['waste app', 'everytimes', 'error']",neutral,"{'waste app': 'Negative', 'everytimes': 'Negative', 'error': 'Negative'}",bug_report
add online aadhar correction feature.,2,2025-07-25 12:38:53,Google Play,NEGATIVE,-0.9128904938697815,['online aadhar correction feature'],neutral,{'online aadhar correction feature': 'Neutral'},feature_request
umang app good working 👍,5,2025-07-25 12:31:56,Google Play,POSITIVE,0.9980759620666504,['umang app'],joy,{'umang app': 'Positive'},review
"useless worst app, trying to check passbook for more than 3 months but still it's showing error. useless app, even website also showing error,",1,2025-07-25 12:19:15,Google Play,NEGATIVE,-0.999639630317688,"['useless worst app', 'passbook', 'more than 3 months', 'error', 'useless app', 'even website', 'error']",disgust,"{'useless worst app': 'Negative', 'passbook': 'Negative', 'more than 3 months': 'Negative', 'error': 'Negative', 'useless app': 'Negative', 'even website': 'Negative'}",bug_report
Good 👍,5,2025-07-25 12:15:50,Google Play,POSITIVE,0.9998576641082764,[],neutral,{},review
good,5,2025-07-25 11:48:17,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
totally worst app,1,2025-07-25 11:42:03,Google Play,NEGATIVE,-0.9997887015342712,['totally worst app'],disgust,{'totally worst app': 'Negative'},review
यह अप फोन में डाउनलोड तो हो गया परंतु खुलता नहीं है क्यों,1,2025-07-25 11:38:16,Google Play,NEGATIVE,-0.8776413798332214,"['फोन में डाउनलोड तो हो', 'गया', 'परंतु']",neutral,"{'फोन में डाउनलोड तो हो': 'Positive', 'गया': 'Negative', 'परंतु': 'Negative'}",review
"This app is not opening ,I tried 3 months above or app functions are not properly working",1,2025-07-25 11:30:12,Google Play,NEGATIVE,-0.9997952580451965,"['this app', 'app functions']",sadness,"{'this app': 'Negative', 'app functions': 'Negative'}",review
acha hai,5,2025-07-25 10:37:07,Google Play,POSITIVE,0.9864479303359985,['acha hai'],neutral,{'acha hai': 'Positive'},review
good,5,2025-07-25 10:04:00,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
worst app,1,2025-07-25 09:52:08,Google Play,NEGATIVE,-0.9997863173484802,['worst app'],disgust,{'worst app': 'Negative'},review
good everybody gets help this app,5,2025-07-25 09:36:34,Google Play,POSITIVE,0.9997277855873108,['help'],neutral,{'help': 'Positive'},review
app shows digi locker not linked. when trying to link it shows already linked. when press ok it shows digilocker not linked,1,2025-07-25 08:47:28,Google Play,NEGATIVE,-0.9990202188491821,"['app', 'digi locker']",surprise,"{'app': 'Negative', 'digi locker': 'Negative'}",review
very good but sometimes error problem,4,2025-07-25 07:18:57,Google Play,NEGATIVE,-0.9307894706726074,['very good but sometimes error problem'],neutral,{'very good but sometimes error problem': 'Positive'},bug_report
stupid app zeeeeeeerooooo star pf not working worst app worst app,1,2025-07-24 22:56:20,Google Play,NEGATIVE,-0.9992782473564148,['stupid app zeeeeeeerooooo star pf'],sadness,{'stupid app zeeeeeeerooooo star pf': 'Negative'},bug_report
i gave all permission but not working,1,2025-07-24 22:48:26,Google Play,NEGATIVE,-0.9973267316818237,['all permission'],sadness,{'all permission': 'Positive'},bug_report
good luck,5,2025-07-24 22:32:18,Google Play,POSITIVE,0.9998250603675842,['good luck'],neutral,{'good luck': 'Positive'},review
nice,5,2025-07-24 22:23:04,Google Play,POSITIVE,0.9998552799224854,[],neutral,{},review
best,5,2025-07-24 22:22:40,Google Play,POSITIVE,0.9997941851615906,[],neutral,{},review
I LOVE ❤️ THIS APP,5,2025-07-24 22:09:32,Google Play,POSITIVE,0.9996140599250793,['this app'],joy,{'this app': 'Positive'},review
good,5,2025-07-24 21:54:00,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
"this is the most useless and worst aap has developed by the government,so frustrated.",1,2025-07-24 21:37:48,Google Play,NEGATIVE,-0.9998247027397156,"['aap', 'the government']",anger,"{'aap': 'Negative', 'the government': 'Negative'}",review
wow nice,5,2025-07-24 20:57:52,Google Play,POSITIVE,0.9998618364334106,[],surprise,{},review
good,5,2025-07-24 20:45:22,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
I love umang app,5,2025-07-24 20:40:42,Google Play,POSITIVE,0.9995211362838745,['umang app'],joy,{'umang app': 'Positive'},review
good,5,2025-07-24 19:57:03,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
good,5,2025-07-24 19:34:13,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
I am unable to verify the face. I am not getting any options.,1,2025-07-24 19:32:20,Google Play,NEGATIVE,-0.9997631907463074,"['the face', 'any options']",sadness,"{'the face': 'Negative', 'any options': 'Negative'}",review
don't download it if you are seeking it of EPF..this app is useless because EPFO website sucks...rest other utilities are good,1,2025-07-24 19:29:08,Google Play,NEGATIVE,-0.999573290348053,"['epf', 'this app', 'epfo website', 'rest', 'other utilities']",sadness,"{'epf': 'Neutral', 'this app': 'Negative', 'epfo website': 'Negative', 'rest': 'Neutral', 'other utilities': 'Positive'}",review
very good,4,2025-07-24 18:31:31,Google Play,POSITIVE,0.9998520612716675,[],joy,{},review
super app,5,2025-07-24 18:24:28,Google Play,POSITIVE,0.9932268261909485,['super app'],neutral,{'super app': 'Positive'},review
not working after update,1,2025-07-24 18:05:54,Google Play,NEGATIVE,-0.999687671661377,['update'],sadness,{'update': 'Negative'},bug_report
one of the worst app. every time when I try filling for claim it says error. doesn't deserve one start also.,1,2025-07-24 18:00:40,Google Play,NEGATIVE,-0.9998179078102112,"['the worst app', 'every time', 'claim', 'error', 'one start']",anger,"{'the worst app': 'Negative', 'every time': 'Negative', 'claim': 'Negative', 'error': 'Negative', 'one start': 'Negative'}",bug_report
usc,5,2025-07-24 16:38:28,Google Play,POSITIVE,0.9938570857048035,['usc'],neutral,{'usc': 'Neutral'},review
"Worst , EPFO was trying to view passbook.........nothing happening",1,2025-07-24 15:51:27,Google Play,NEGATIVE,-0.9997842907905579,"['epfo', 'passbook']",disgust,"{'epfo': 'Negative', 'passbook': 'Negative'}",review
bhai Umang app kaise nahin chal raha hai,2,2025-07-24 15:50:18,Google Play,NEGATIVE,-0.96827232837677,['bhai umang app kaise nahin chal raha hai'],neutral,{'bhai umang app kaise nahin chal raha hai': 'Neutral'},review
very nice very helpful,5,2025-07-24 14:36:33,Google Play,POSITIVE,0.9998462200164795,[],joy,{},review
there should be multiple member id options for epf withdrawal,3,2025-07-24 14:20:15,Google Play,NEGATIVE,-0.9985135197639465,"['multiple member id options', 'epf withdrawal']",neutral,"{'multiple member id options': 'Negative', 'epf withdrawal': 'Negative'}",review
application not working,1,2025-07-24 13:55:55,Google Play,NEGATIVE,-0.9997543692588806,['application'],sadness,{'application': 'Negative'},bug_report
"why did you name this app Umang?? All it does is to aggravate the pain. EPFO and other services never open. always an "" unexpected error occurs"". Please do not thank me for my patience.",1,2025-07-24 13:00:40,Google Play,NEGATIVE,-0.9995902180671692,"['this app umang', 'the pain', 'epfo', 'other services', 'an "" unexpected error', 'my patience']",anger,"{'this app umang': 'Negative', 'the pain': 'Negative', 'epfo': 'Negative', 'other services': 'Negative', 'an "" unexpected error': 'Negative', 'my patience': 'Negative'}",bug_report
good,5,2025-07-24 11:46:04,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
best app,4,2025-07-24 11:05:04,Google Play,POSITIVE,0.999686598777771,['best app'],neutral,{'best app': 'Positive'},review
very good app,5,2025-07-24 11:02:06,Google Play,POSITIVE,0.9998675584793091,['very good app'],joy,{'very good app': 'Positive'},review
"it's not working,",1,2025-07-24 10:23:45,Google Play,NEGATIVE,-0.9997902512550354,[],sadness,{},bug_report
Very nice platform👌👌👌,5,2025-07-24 10:07:02,Google Play,POSITIVE,0.9998577833175659,['very nice platform'],joy,{'very nice platform': 'Positive'},review
bahut khub,5,2025-07-24 10:05:44,Google Play,POSITIVE,0.9127293825149536,['bahut khub'],neutral,{'bahut khub': 'Positive'},review
very slowly speed,1,2025-07-24 09:42:12,Google Play,NEGATIVE,-0.9542057514190674,[],surprise,{},review
good 👍,5,2025-07-24 09:35:25,Google Play,POSITIVE,0.9998576641082764,[],joy,{},review
good,5,2025-07-24 09:03:44,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
good,5,2025-07-24 08:08:39,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
"Cannot open the app, always stuck on the startup page, bad review!!!!",1,2025-07-24 07:43:02,Google Play,NEGATIVE,-0.9997780919075012,"['the app', 'the startup page', ', bad review']",sadness,"{'the app': 'Negative', 'the startup page': 'Negative', ', bad review': 'Negative'}",review
good,1,2025-07-24 07:27:48,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
very good and valuable app,4,2025-07-24 07:18:37,Google Play,POSITIVE,0.9998836517333984,['very good and valuable app'],joy,{'very good and valuable app': 'Positive'},review
"EPFO never opens. Digilocker - 1st msg says it's connected. immediate next popup - digilocker not connected! wondering which team maintains this app, and who pays them..",1,2025-07-24 00:17:01,Google Play,NEGATIVE,-0.9997618794441223,"['epfo', 'digilocker - 1st msg', 'immediate next popup - digilocker', 'which team', 'this app']",surprise,"{'epfo': 'Negative', 'digilocker - 1st msg': 'Positive', 'immediate next popup - digilocker': 'Negative', 'which team': 'Negative', 'this app': 'Neutral'}",review
app not working. For any of the service registration is not working. pls check,1,2025-07-24 00:09:04,Google Play,NEGATIVE,-0.9997612833976746,"['app', 'the service registration']",sadness,"{'app': 'Negative', 'the service registration': 'Negative'}",bug_report
"""UMANG ऐप का उपयोग करना पहले आसान था, लेकिन अब यह ठीक से काम नहीं कर रहा है। ऐप बार-बार क्रैश हो रहा है या ओपन ही नहीं हो रहा है। लॉगिन करने में दिक्कत आ रही है और कई बार सर्वर एरर दिखाता है। कृपया इस तकनीकी समस्या को जल्द से जल्द सुधारें ताकि हम सरकारी सेवाओं का लाभ आसानी से ले सकें।",1,2025-07-23 23:06:28,Google Play,NEGATIVE,-0.9479362368583679,"['पहले आसान था', 'लेकिन अब यह ठीक', 'से काम नहीं कर', 'बार', 'बार क्रैश हो रहा', 'ही नहीं हो रहा', 'करने', 'ताकि हम', 'सरकारी सेवाओं', 'लाभ आसानी']",neutral,"{'पहले आसान था': 'Positive', 'लेकिन अब यह ठीक': 'Negative', 'से काम नहीं कर': 'Negative', 'बार': 'Negative', 'बार क्रैश हो रहा': 'Positive', 'ही नहीं हो रहा': 'Negative', 'करने': 'Negative', 'ताकि हम': 'Positive', 'सरकारी सेवाओं': 'Positive', 'लाभ आसानी': 'Positive'}",review
app very slow sabse bakvaas apps epf ki😠😠😠😠😡😡😡,1,2025-07-23 22:39:27,Google Play,NEGATIVE,-0.9980016350746155,"['app very slow sabse bakvaas apps', 'epf', 'ki😠😠😠😠']",neutral,"{'app very slow sabse bakvaas apps': 'Negative', 'epf': 'Negative', 'ki😠😠😠😠': 'Negative'}",review
do not open this app my samsung M31 . Disgusting bad apps.,1,2025-07-23 22:25:24,Google Play,NEGATIVE,-0.999575674533844,"['this app', 'my samsung m31', 'disgusting bad apps']",disgust,"{'this app': 'Negative', 'my samsung m31': 'Negative', 'disgusting bad apps': 'Negative'}",review
nice,5,2025-07-23 21:30:26,Google Play,POSITIVE,0.9998552799224854,[],neutral,{},review
good,5,2025-07-23 20:26:37,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
Happy like to you 💐,5,2025-07-23 20:22:31,Google Play,POSITIVE,0.9998723268508911,[],joy,{},review
very bad,1,2025-07-23 19:30:55,Google Play,NEGATIVE,-0.9997884631156921,[],disgust,{},review
This is a useless app. I just tried to see my pf balance but it is not working at all and every time it shows an error.,1,2025-07-23 19:29:05,Google Play,NEGATIVE,-0.9996809959411621,"['a useless app', 'my pf balance', 'an error']",disgust,"{'a useless app': 'Negative', 'my pf balance': 'Negative', 'an error': 'Negative'}",bug_report
best employee app 😎,5,2025-07-23 18:42:59,Google Play,POSITIVE,0.9991336464881897,['best employee app'],neutral,{'best employee app': 'Positive'},review
"Nowadays,Umang's services are very better than before. So, I recommended to everyone for uses of it 👍👍👍💯. Today,dt 23rd of July,2025 I rated again on it's services after using of more than 3 yrs. Today, I thank to Umang's Developers Team 🙏🙏🙏.",4,2025-07-23 18:07:12,Google Play,POSITIVE,0.9969052672386169,"[""umang's services"", 'uses', 'dt 23rd', 'july,2025', ""it's services"", 'more than 3 yrs', ""umang's developers""]",joy,"{""umang's services"": 'Positive', 'uses': 'Positive', 'dt 23rd': 'Positive', 'july,2025': 'Neutral', ""it's services"": 'Positive', 'more than 3 yrs': 'Positive', ""umang's developers"": 'Positive'}",review
Good 👍,4,2025-07-23 17:51:36,Google Play,POSITIVE,0.9998576641082764,[],neutral,{},review
nice,5,2025-07-23 17:46:53,Google Play,POSITIVE,0.9998552799224854,[],neutral,{},review
loure ka aap hai kabhi khulta hi nhi mere device me or pf portal me sab kuch khulta hai .,1,2025-07-23 17:42:42,Google Play,NEGATIVE,-0.9901350140571594,"['loure ka aap hai kabhi khulta', 'mere device', 'pf portal']",neutral,"{'loure ka aap hai kabhi khulta': 'Positive', 'mere device': 'Negative', 'pf portal': 'Positive'}",review
main umang app se bolna chahta hun status claim ca kyon Nahin dikhata hai Maine Kitna bar Paisa uthaya Hoon Kitna Kitna Paisa uthaya hun yah sab dikhana,1,2025-07-23 17:26:52,Google Play,NEGATIVE,-0.9935480952262878,"['main umang app se bolna chahta hun status claim', 'nahin dikhata hai maine kitna bar paisa uthaya hoon kitna kitna paisa uthaya hun yah', 'sab dikhana']",neutral,"{'main umang app se bolna chahta hun status claim': 'Positive', 'nahin dikhata hai maine kitna bar paisa uthaya hoon kitna kitna paisa uthaya hun yah': 'Positive', 'sab dikhana': 'Positive'}",review
good,3,2025-07-23 16:57:58,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
not reliable,1,2025-07-23 16:32:28,Google Play,NEGATIVE,-0.9997870326042175,[],sadness,{},review
good,4,2025-07-23 13:31:16,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
good,5,2025-07-23 12:54:09,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
excellent app for the government any information,4,2025-07-23 12:52:12,Google Play,POSITIVE,0.9995982050895691,"['excellent app', 'the government']",joy,"{'excellent app': 'Positive', 'the government': 'Neutral'}",review
good,5,2025-07-23 12:33:52,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
better,3,2025-07-23 11:36:06,Google Play,POSITIVE,0.999264657497406,[],neutral,{},review
nice,5,2025-07-23 11:28:19,Google Play,POSITIVE,0.9998552799224854,[],neutral,{},review
nice,5,2025-07-23 10:48:03,Google Play,POSITIVE,0.9998552799224854,[],neutral,{},review
APP NAHI KHUL RAHA HAI,5,2025-07-23 10:20:52,Google Play,NEGATIVE,-0.8829898834228516,['app nahi khul raha hai'],neutral,{'app nahi khul raha hai': 'Negative'},review
good,5,2025-07-23 10:02:58,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
this app is very good,5,2025-07-23 08:43:51,Google Play,POSITIVE,0.9998623132705688,['this app'],joy,{'this app': 'Positive'},review
mera aap khul nahi Raha,5,2025-07-23 08:09:29,Google Play,NEGATIVE,-0.9831695556640625,['mera aap khul nahi raha'],neutral,{'mera aap khul nahi raha': 'Negative'},review
Pathetic app and poor experience.. it's not even loading to open the landing page.,1,2025-07-23 07:33:05,Google Play,NEGATIVE,-0.9998080134391785,"['pathetic app', 'poor experience', 'the landing page']",disgust,"{'pathetic app': 'Negative', 'poor experience': 'Negative', 'the landing page': 'Negative'}",review
very nice portal for most of the government documents and other information. Easy to use too.,5,2025-07-23 06:39:37,Google Play,POSITIVE,0.9991739392280579,"['very nice portal', 'the government documents', 'other information']",joy,"{'very nice portal': 'Positive', 'the government documents': 'Neutral', 'other information': 'Neutral'}",review
disgusting app do not install it .,1,2025-07-23 05:46:42,Google Play,NEGATIVE,-0.9994906187057495,['disgusting app'],disgust,{'disgusting app': 'Negative'},review
very nice 👍,5,2025-07-23 05:29:44,Google Play,POSITIVE,0.9998577833175659,[],joy,{},review
Great Initiative,5,2025-07-23 03:41:27,Google Play,POSITIVE,0.9998797178268433,['great initiative'],neutral,{'great initiative': 'Positive'},review
nice application.,5,2025-07-23 02:44:04,Google Play,POSITIVE,0.9998407363891602,['nice application'],joy,{'nice application': 'Positive'},review
good job,5,2025-07-23 02:33:40,Google Play,POSITIVE,0.999835729598999,['good job'],neutral,{'good job': 'Positive'},review
Accuracy Lacking on App,2,2025-07-22 22:28:25,Google Play,NEGATIVE,-0.9995071887969971,"['accuracy', 'app']",neutral,"{'accuracy': 'Negative', 'app': 'Negative'}",review
super Aps ♥️,5,2025-07-22 19:09:34,Google Play,POSITIVE,0.9605401158332825,['super aps'],neutral,{'super aps': 'Positive'},review
bad,1,2025-07-22 18:12:50,Google Play,NEGATIVE,-0.999782383441925,[],disgust,{},review
not opening,1,2025-07-22 18:10:52,Google Play,NEGATIVE,-0.9996150732040405,[],neutral,{},review
The experience with this app now. No response and just showing the opening interface.,1,2025-07-22 18:09:47,Google Play,NEGATIVE,-0.9994857311248779,"['the experience', 'this app', 'no response', 'the opening interface']",neutral,"{'the experience': 'Negative', 'this app': 'Negative', 'no response': 'Negative', 'the opening interface': 'Negative'}",review
nice app,5,2025-07-22 17:35:06,Google Play,POSITIVE,0.9998061060905457,['nice app'],neutral,{'nice app': 'Positive'},review
nice,4,2025-07-22 16:57:24,Google Play,POSITIVE,0.9998552799224854,[],neutral,{},review
Number one app in providing worst service,1,2025-07-22 16:18:46,Google Play,NEGATIVE,-0.9996731281280518,"['number one app', 'worst service']",disgust,"{'number one app': 'Negative', 'worst service': 'Negative'}",review
very good,5,2025-07-22 15:43:50,Google Play,POSITIVE,0.9998520612716675,[],joy,{},review
money can't withdrawing 😡,1,2025-07-22 15:30:12,Google Play,POSITIVE,0.9514453411102295,['money'],sadness,{'money': 'Negative'},review
good,5,2025-07-22 15:27:07,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
do not open app please help,4,2025-07-22 14:48:45,Google Play,NEGATIVE,-0.9992153644561768,['app'],neutral,{'app': 'Negative'},review
worst service didn't open,1,2025-07-22 14:36:23,Google Play,NEGATIVE,-0.9997898936271667,['worst service'],disgust,{'worst service': 'Negative'},review
has some issues always. unable to download uan card now.,1,2025-07-22 14:27:47,Google Play,NEGATIVE,-0.9981244206428528,"['some issues', 'uan card']",sadness,"{'some issues': 'Negative', 'uan card': 'Negative'}",bug_report
excellent,5,2025-07-22 14:10:28,Google Play,POSITIVE,0.9998434782028198,[],joy,{},review
very bad experience,1,2025-07-22 13:48:13,Google Play,NEGATIVE,-0.9998032450675964,['very bad experience'],sadness,{'very bad experience': 'Negative'},review
good,5,2025-07-22 13:29:20,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
good,5,2025-07-22 13:12:30,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
verygood,5,2025-07-22 12:53:08,Google Play,POSITIVE,0.9988996982574463,['verygood'],joy,{'verygood': 'Positive'},review
worst,5,2025-07-22 12:42:38,Google Play,NEGATIVE,-0.9998016953468323,[],disgust,{},review
good 😊,4,2025-07-22 11:22:10,Google Play,POSITIVE,0.9998576641082764,[],neutral,{},review
thankyou,5,2025-07-22 11:20:40,Google Play,POSITIVE,0.9998428821563721,[],neutral,{},review
not properly working,1,2025-07-22 11:14:24,Google Play,NEGATIVE,-0.9997904896736145,[],sadness,{},review
digilocker is not working in app since a long time,1,2025-07-22 11:14:23,Google Play,NEGATIVE,-0.9987533092498779,"['digilocker', 'app', 'a long time']",neutral,"{'digilocker': 'Negative', 'app': 'Neutral', 'a long time': 'Negative'}",bug_report
good 👍,5,2025-07-22 11:11:22,Google Play,POSITIVE,0.9998576641082764,[],joy,{},review
just another useless app lying in my mobile for years without being helpful.,1,2025-07-22 10:59:30,Google Play,NEGATIVE,-0.9998059868812561,"['just another useless app', 'my mobile', 'years']",disgust,"{'just another useless app': 'Negative', 'my mobile': 'Neutral', 'years': 'Negative'}",review
good,5,2025-07-22 10:30:40,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
idk how this app got good rating it deserves 0 star for not being able to do the one thing everyone downloads this app for i.e. being able to see passbook. Why even have the website and app when none of them is working at any point of time. Developers of neither website or app have any accountability.,1,2025-07-22 10:17:16,Google Play,NEGATIVE,-0.9986063838005066,"['this app', 'good rating', '0 star', 'the one thing', 'this app', 'passbook', 'the website', 'app', 'any point', 'time', 'developers', 'neither website', 'app', 'any accountability']",surprise,"{'this app': 'Negative', 'good rating': 'Negative', '0 star': 'Negative', 'the one thing': 'Negative', 'passbook': 'Negative', 'the website': 'Negative', 'app': 'Negative', 'any point': 'Negative', 'time': 'Negative', 'developers': 'Negative', 'neither website': 'Negative', 'any accountability': 'Negative'}",review
nice app,2,2025-07-22 09:36:52,Google Play,POSITIVE,0.9998061060905457,['nice app'],neutral,{'nice app': 'Positive'},review
🧿❤️,5,2025-07-22 09:35:58,Google Play,NEGATIVE,-0.6970566511154175,[],neutral,{},review
good,5,2025-07-22 09:23:33,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
good 👍,5,2025-07-22 08:12:08,Google Play,POSITIVE,0.9998576641082764,[],joy,{},review
good,5,2025-07-22 02:50:32,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
good 👍,5,2025-07-22 01:41:39,Google Play,POSITIVE,0.9998576641082764,[],joy,{},review
nice marketing,5,2025-07-22 01:35:11,Google Play,POSITIVE,0.9998272061347961,['nice marketing'],neutral,{'nice marketing': 'Positive'},review
very useful 😁,5,2025-07-22 00:35:35,Google Play,POSITIVE,0.9994803071022034,['very useful 😁'],joy,{'very useful 😁': 'Positive'},review
all parformance is good 👍👍👍,5,2025-07-22 00:28:59,Google Play,POSITIVE,0.9997832179069519,['all parformance'],joy,{'all parformance': 'Positive'},review
Getting error processing the request null for EPFO. don't know why one app have multiple platforms if it is not supporting single one.,1,2025-07-22 00:23:29,Google Play,NEGATIVE,-0.9995692372322083,"['error', 'the request null', 'epfo', 'one app', 'multiple platforms']",surprise,"{'error': 'Negative', 'the request null': 'Negative', 'epfo': 'Negative', 'one app': 'Negative', 'multiple platforms': 'Negative'}",bug_report
still this app not opening... how we can trust it....,1,2025-07-22 00:13:15,Google Play,NEGATIVE,-0.9987362027168274,['this app'],surprise,{'this app': 'Negative'},review
does not work,1,2025-07-22 00:03:19,Google Play,NEGATIVE,-0.9997377991676331,[],sadness,{},review
Most 3rd class app..completely useless,1,2025-07-21 23:23:57,Google Play,NEGATIVE,-0.9997783303260803,['most 3rd class app'],sadness,{'most 3rd class app': 'Negative'},review
worst app,1,2025-07-21 22:45:34,Google Play,NEGATIVE,-0.9997863173484802,['worst app'],disgust,{'worst app': 'Negative'},review
good,4,2025-07-21 22:11:26,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
good experience,5,2025-07-21 21:40:35,Google Play,POSITIVE,0.9998599290847778,['good experience'],joy,{'good experience': 'Positive'},review
Good,5,2025-07-21 20:54:28,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
wrost application for pf details not get properly,1,2025-07-21 20:43:02,Google Play,NEGATIVE,-0.9997846484184265,"['wrost application', 'pf details']",sadness,"{'wrost application': 'Negative', 'pf details': 'Negative'}",review
Nothing works as expected,1,2025-07-21 20:04:06,Google Play,NEGATIVE,-0.9996939897537231,[],neutral,{},review
good,5,2025-07-21 19:06:17,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
nice,5,2025-07-21 18:11:57,Google Play,POSITIVE,0.9998552799224854,[],neutral,{},review
not working properly yet 😔,1,2025-07-21 17:18:22,Google Play,NEGATIVE,-0.9997320771217346,[],sadness,{},bug_report
very bad with pf service,1,2025-07-21 16:49:23,Google Play,NEGATIVE,-0.9997676014900208,['pf service'],sadness,{'pf service': 'Negative'},review
good,5,2025-07-21 16:27:37,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
Best app,5,2025-07-21 16:21:37,Google Play,POSITIVE,0.999686598777771,['best app'],neutral,{'best app': 'Positive'},review
This app has everything but does nothing 😞,1,2025-07-21 14:17:27,Google Play,NEGATIVE,-0.9953238368034363,['this app'],neutral,{'this app': 'Negative'},review
"in the past it's has worked very fast and claim also got in 7 days but now 2025 june and july onwards this app very very delay, and slowly claim of amount... I don't know y should like this umang app now ?",1,2025-07-21 14:08:13,Google Play,NEGATIVE,-0.9969664216041565,"['the past', 'claim', '7 days', 'now 2025 june', 'july', 'this app', 'very very delay', 'this umang app']",surprise,"{'the past': 'Negative', 'claim': 'Negative', '7 days': 'Negative', 'now 2025 june': 'Negative', 'july': 'Negative', 'this app': 'Negative', 'very very delay': 'Negative', 'this umang app': 'Negative'}",review
"I truly think that India is transforming towards the developed nation but after using this app I serious feel bad about the Govt organisation, I am not even being able to login to the app in last 2 hours each time I am logging in it just buffer and I am back to the user login page just to check my Pf balance, I am calling their helpline number it says select your preffered language and then call disconnects I tried the same 10 times almost, I am really loosing hope of the digital portals of GOI",1,2025-07-21 13:49:02,Google Play,NEGATIVE,-0.9987857937812805,"['india', 'the developed nation', 'this app', 'the govt organisation', 'the app', 'last 2 hours', 'the user login page', 'my pf balance', 'their helpline number', 'your preffered language', 'disconnects', 'hope', 'the digital portals', 'goi']",sadness,"{'india': 'Negative', 'the developed nation': 'Negative', 'this app': 'Negative', 'the govt organisation': 'Negative', 'the app': 'Negative', 'last 2 hours': 'Negative', 'the user login page': 'Negative', 'my pf balance': 'Negative', 'their helpline number': 'Negative', 'your preffered language': 'Negative', 'disconnects': 'Negative', 'hope': 'Negative', 'the digital portals': 'Negative', 'goi': 'Negative'}",review
Worst experience in both App and Webpage as well. Really don't understand what kind of service you are giving to the taxpayers? Multiple time transfer claim rejection even though we are the owner of our PF fund. Please improvise it to have a seamless experience for customers.,1,2025-07-21 13:26:01,Google Play,NEGATIVE,-0.9994148015975952,"['worst experience', 'both app', 'webpage', 'what kind', 'service', 'the taxpayers', 'multiple time transfer', 'the owner', 'our pf fund', 'a seamless experience', 'customers']",disgust,"{'worst experience': 'Negative', 'both app': 'Negative', 'webpage': 'Negative', 'what kind': 'Negative', 'service': 'Negative', 'the taxpayers': 'Neutral', 'multiple time transfer': 'Negative', 'the owner': 'Neutral', 'our pf fund': 'Neutral', 'a seamless experience': 'Negative', 'customers': 'Negative'}",review
